;populacao_1
"AF";"46699545"
"AL";"2933419"
"DZ";"48821963"
"AS";"57147"
"AD";"78154"
"AO";"44712282"
"AI";"15867"
"AG";"114608"
"AR";"49323306"
"AM";"2907463"
"AW";"109377"
"AU";"28234742"
"AT";"8945882"
"AZ";"10680202"
"BS";"439896"
"BH";"2013135"
"BD";"185584811"
"BB";"290010"
"BY";"9163118"
"BE";"12001594"
"BZ";"472702"
"BJ";"15628437"
"BM";"59273"
"BT";"913697"
"BO";"13158072"
"BA";"3404781"
"BW";"2800433"
"BR";"225472214"
"VG";"35287"
"BN";"489666"
"BG";"6430847"
"BF";"27382488"
"BI";"15798849"
"CV";"635072"
"KH";"18797878"
"CM";"32979644"
"CA";"40617535"
"KY";"71059"
"CF";"6123615"
"TD";"21459963"
"CL";"19637321"
"CN";"1441181813"
"HK";"7987249"
"MO";"745908"
"TW";"24150708"
"CO";"53134127"
"KM";"1061775"
"CG";"7318887"
"CK";"17861"
"CR";"5417379"
"CI";"33337306"
"HR";"3895784"
"CU";"11496000"
"CW";"172170"
"CY";"1282204"
"CZ";"10528196"
"KP";"26743895"
"CD";"120442943"
"DK";"6024516"
"DJ";"1132710"
"DM";"77593"
"DO";"12098320"
"EC";"19554856"
"EG";"119745677"
"SV";"6785583"
"GQ";"1871220"
"ER";"6717687"
"EE";"1253590"
"ET";"139620178"
"FO";"52067"
"FK";"2925"
"FJ";"970270"
"FI";"5739095"
"FR";"67894271"
"GF";"379463"
"PF";"306760"
"GA";"2593514"
"GM";"3000667"
"GE";"3748350"
"DE";"82186736"
"GH";"37294019"
"GI";"35897"
"GR";"10783625"
"GL";"57228"
"GD";"112024"
"GP";"447803"
"GU";"181009"
"GT";"21202726"
"GN";"17631380"
"GW";"2492580"
"GY";"824982"
"HT";"12543964"
"VA";"797"
"HN";"11147351"
"HU";"9235459"
"IS";"365646"
"IN";"1512985207"
"ID";"295595234"
"IR";"88863308"
"IQ";"53297666"
"IE";"5219951"
"IM";"90692"
"IL";"9983645"
"IT";"58109918"
"JM";"2932629"
"JP";"121580505"
"JO";"11122063"
"KZ";"20301322"
"KE";"66959993"
"KI";"141538"
"KW";"4873674"
"KG";"6997284"
"LA";"8048698"
"LV";"1747192"
"LB";"5368598"
"LS";"2607957"
"LR";"6495377"
"LY";"7342346"
"LI";"40918"
"LT";"2717731"
"LU";"674864"
"MG";"35591943"
"MW";"26578247"
"MY";"36814968"
"MV";"511766"
"ML";"27057112"
"MT";"439963"
"MH";"55634"
"MQ";"382087"
"MR";"6076668"
"MU";"1286934"
"YT";"343809"
"MX";"147540127"
"FM";"588600"
"MC";"41362"
"MN";"3560959"
"ME";"624702"
"MS";"5398"
"MA";"40873592"
"MZ";"42438703"
"MM";"58915869"
"NA";"3245659"
"NR";"11454"
"NP";"33167612"
"NL";"17594086"
"NC";"321102"
"NZ";"5213103"
"NI";"7046293"
"NE";"34993540"
"NG";"264067527"
"NU";"1674"
"MP";"56775"
"NO";"5959215"
"OM";"5897473"
"PK";"244248371"
"PW";"24760"
"PA";"4884311"
"PG";"10486891"
"PY";"7844904"
"PE";"36806784"
"PH";"125372282"
"PL";"36615500"
"PT";"9877056"
"PR";"3592748"
"QA";"3231911"
"KR";"52701817"
"MD";"3843941"
"RE";"956970"
"RO";"18464237"
"RU";"140543418"
"RW";"16024252"
"SH";"4303"
"KN";"60603"
"LC";"186369"
"PM";"6879"
"VC";"112106"
"WS";"212095"
"SM";"34688"
"ST";"268471"
"SA";"39480349"
"SN";"22123230"
"RS";"8355445"
"SC";"98010"
"SL";"9719531"
"SG";"6342470"
"SX";"46034"
"SK";"5387458"
"SI";"2059211"
"SB";"772545"
"SO";"21535019"
"ZA";"64465553"
"SS";"17254367"
"ES";"46115125"
"LK";"21474701"
"PS";"6739073"
"SD";"54842478"
"SR";"616728"
"SZ";"1666435"
"SE";"10712041"
"CH";"9203908"
"SY";"26608489"
"TJ";"11194411"
"MK";"2076350"
"TH";"69626212"
"TL";"1704105"
"TG";"10507241"
"TK";"1444"
"TO";"121055"
"TT";"1373659"
"TN";"12841615"
"TR";"88416609"
"TM";"6767418"
"TC";"41528"
"TV";"12699"
"UG";"63842360"
"UA";"41200374"
"AE";"11054579"
"GB";"70578614"
"TZ";"83702053"
"US";"354711670"
"VI";"101923"
"UY";"3594299"
"UZ";"36712267"
"VU";"353974"
"VE";"36749904"
"VN";"106283637"
"WF";"11222"
"EH";"736683"
"YE";"36815286"
"ZM";"24859376"
"ZW";"21526861"
