;populacao_1
"AF";"50078786"
"AL";"2905095"
"DZ";"50630920"
"AS";"57752"
"AD";"78397"
"AO";"50222155"
"AI";"15962"
"AG";"117744"
"AR";"50698399"
"AM";"2875096"
"AW";"109855"
"AU";"29273531"
"AT";"8968574"
"AZ";"10828788"
"BS";"449791"
"BH";"2102822"
"BD";"190504057"
"BB";"289355"
"BY";"9028926"
"BE";"12129970"
"BZ";"499968"
"BJ";"17171208"
"BM";"58451"
"BT";"937288"
"BO";"13775145"
"BA";"3351518"
"BW";"2940691"
"BR";"228564481"
"VG";"36023"
"BN";"503716"
"BG";"6211611"
"BF";"30298440"
"BI";"17517888"
"CV";"659663"
"KH";"19542826"
"CM";"36083001"
"CA";"41647652"
"KY";"73607"
"CF";"6661223"
"TD";"23733187"
"CL";"19983218"
"CN";"1435760478"
"HK";"8105050"
"MO";"776756"
"TW";"24127012"
"CO";"53899499"
"KM";"1141054"
"CG";"8078586"
"CK";"17931"
"CR";"5529210"
"CI";"36570885"
"HR";"3811426"
"CU";"11432859"
"CW";"174723"
"CY";"1307545"
"CZ";"10424374"
"KP";"26940153"
"CD";"134501533"
"DK";"6100784"
"DJ";"1178401"
"DM";"77868"
"DO";"12422304"
"EC";"20361220"
"EG";"126530788"
"SV";"6869026"
"GQ";"2057392"
"ER";"7277273"
"EE";"1230662"
"ET";"150371875"
"FO";"52964"
"FK";"2911"
"FJ";"982586"
"FI";"5777716"
"FR";"68678970"
"GF";"411650"
"PF";"312896"
"GA";"2774890"
"GM";"3305795"
"GE";"3680013"
"DE";"81835396"
"GH";"40027113"
"GI";"36166"
"GR";"10656384"
"GL";"56887"
"GD";"112250"
"GP";"447265"
"GU";"184854"
"GT";"22464076"
"GN";"19347252"
"GW";"2701825"
"GY";"832333"
"HT";"12943529"
"VA";"799"
"HN";"11657920"
"HU";"9052386"
"IS";"372716"
"IN";"1555108108"
"ID";"303066623"
"IR";"90176445"
"IQ";"58482253"
"IE";"5343214"
"IM";"92387"
"IL";"10498267"
"IT";"57655400"
"JM";"2915009"
"JP";"119137707"
"JO";"11683198"
"KZ";"20819957"
"KE";"72650119"
"KI";"148583"
"KW";"5065917"
"KG";"7240301"
"LA";"8347252"
"LV";"1694629"
"LB";"5330744"
"LS";"2723242"
"LR";"7112532"
"LY";"7554801"
"LI";"41621"
"LT";"2655143"
"LU";"700955"
"MG";"39016761"
"MW";"29386842"
"MY";"38091467"
"MV";"526456"
"ML";"30173868"
"MT";"437599"
"MH";"57943"
"MQ";"379403"
"MR";"6626118"
"MU";"1284273"
"YT";"374060"
"MX";"152027945"
"FM";"606240"
"MC";"42250"
"MN";"3671639"
"ME";"620268"
"MS";"5436"
"MA";"42118916"
"MZ";"47046694"
"MM";"60163634"
"NA";"3465693"
"NR";"11519"
"NP";"34052872"
"NL";"17681583"
"NC";"333882"
"NZ";"5340456"
"NI";"7267426"
"NE";"40419822"
"NG";"290452075"
"NU";"1701"
"MP";"56951"
"NO";"6148017"
"OM";"6085531"
"PK";"257758315"
"PW";"25541"
"PA";"5099488"
"PG";"11187339"
"PY";"8113140"
"PE";"38015181"
"PH";"131247272"
"PL";"35887209"
"PT";"9733748"
"PR";"3555215"
"QA";"3371523"
"KR";"52823536"
"MD";"3747153"
"RE";"976589"
"RO";"18073615"
"RU";"138568415"
"RW";"17237133"
"SH";"4325"
"KN";"61647"
"LC";"187112"
"PM";"7038"
"VC";"112216"
"WS";"219221"
"SM";"34870"
"ST";"290321"
"SA";"40981439"
"SN";"24298189"
"RS";"8188148"
"SC";"98219"
"SL";"10398417"
"SG";"6456593"
"SX";"47551"
"SK";"5320187"
"SI";"2040363"
"SB";"825243"
"SO";"24043828"
"ZA";"66415347"
"SS";"18790970"
"ES";"45916257"
"LK";"21496867"
"PS";"7320996"
"SD";"59745525"
"SR";"627981"
"SZ";"1753160"
"SE";"10898630"
"CH";"9373492"
"SY";"28472807"
"TJ";"11855513"
"MK";"2057166"
"TH";"69318316"
"TL";"1844357"
"TG";"11428165"
"TK";"1470"
"TO";"125489"
"TT";"1363585"
"TN";"13101996"
"TR";"90434305"
"TM";"7013275"
"TC";"43163"
"TV";"13159"
"UG";"71420257"
"UA";"40154711"
"AE";"11526564"
"GB";"71643249"
"TZ";"93342754"
"US";"363073790"
"VI";"99965"
"UY";"3622650"
"UZ";"37803244"
"VU";"378412"
"VE";"37978484"
"VN";"108494170"
"WF";"11160"
"EH";"789535"
"YE";"39341197"
"ZM";"27700551"
"ZW";"23145468"
