;populacao_1
"AF";"32758020"
"AL";"2920775"
"DZ";"39113313"
"AS";"55437"
"AD";"79223"
"AO";"26920466"
"AI";"14459"
"AG";"98875"
"AR";"42981515"
"AM";"2906220"
"AW";"103795"
"AU";"23474668"
"AT";"8633220"
"AZ";"9503771"
"BS";"382169"
"BH";"1336397"
"BD";"159405279"
"BB";"283385"
"BY";"9484851"
"BE";"11219161"
"BZ";"351694"
"BJ";"10286712"
"BM";"62382"
"BT";"776448"
"BO";"10562159"
"BA";"3566002"
"BW";"2168573"
"BR";"204213133"
"VG";"29588"
"BN";"411704"
"BG";"7222145"
"BF";"17585977"
"BI";"9891790"
"CV";"526437"
"KH";"15270790"
"CM";"22239904"
"CA";"35604728"
"KY";"59172"
"CF";"4515392"
"TD";"13569438"
"CL";"17613798"
"CN";"1390110388"
"HK";"7194563"
"MO";"588781"
"TW";"23413652"
"CO";"47791911"
"KM";"759385"
"CG";"4871101"
"CK";"17588"
"CR";"4757575"
"CI";"22531350"
"HR";"4257533"
"CU";"11439767"
"CW";"156512"
"CY";"1152309"
"CZ";"10598526"
"KP";"25116363"
"CD";"73722860"
"DK";"5663914"
"DJ";"912164"
"DM";"72778"
"DO";"10405844"
"EC";"15903112"
"EG";"91812566"
"SV";"6281189"
"GQ";"1129424"
"ER";"4746045"
"EE";"1318359"
"ET";"97366774"
"FO";"48842"
"FK";"2887"
"FJ";"885806"
"FI";"5459717"
"FR";"64190638"
"GF";"261623"
"PF";"275484"
"GA";"1875713"
"GM";"1917852"
"GE";"3992346"
"DE";"81489660"
"GH";"26962563"
"GI";"34038"
"GR";"11264726"
"GL";"56382"
"GD";"106360"
"GP";"450884"
"GU";"160967"
"GT";"15923559"
"GN";"11805509"
"GW";"1725744"
"GY";"763393"
"HT";"10572466"
"VA";"800"
"HN";"8809216"
"HU";"9813335"
"IS";"328459"
"IN";"1293859294"
"ID";"255131116"
"IR";"78411092"
"IQ";"35006080"
"IE";"4686347"
"IM";"82590"
"IL";"7941329"
"IT";"59585668"
"JM";"2862087"
"JP";"128162873"
"JO";"8809306"
"KZ";"17487779"
"KE";"46024250"
"KI";"110458"
"KW";"3782450"
"KG";"5774566"
"LA";"6576397"
"LV";"2016125"
"LB";"5603279"
"LS";"2145785"
"LR";"4390737"
"LY";"6204108"
"LI";"37127"
"LT";"2961846"
"LU";"556316"
"MG";"23589801"
"MW";"17068838"
"MY";"30228017"
"MV";"408247"
"ML";"16962846"
"MT";"425570"
"MH";"52898"
"MQ";"387204"
"MR";"4063920"
"MU";"1257219"
"YT";"233638"
"MX";"124221600"
"FM";"514970"
"MC";"38132"
"MN";"2923896"
"ME";"627674"
"MS";"5098"
"MA";"34318082"
"MZ";"27212382"
"MM";"51924182"
"NA";"2370992"
"NR";"11070"
"NP";"28323241"
"NL";"16889356"
"NC";"265497"
"NZ";"4566700"
"NI";"6013997"
"NE";"19148219"
"NG";"176460502"
"NU";"1616"
"MP";"54468"
"NO";"5140311"
"OM";"3960925"
"PK";"185546257"
"PW";"21094"
"PA";"3903986"
"PG";"7755785"
"PY";"6552584"
"PE";"30973354"
"PH";"100102249"
"PL";"38293060"
"PT";"10471168"
"PR";"3680715"
"QA";"2374419"
"KR";"50385560"
"MD";"4069939"
"RE";"856867"
"RO";"19972736"
"RU";"143761378"
"RW";"11345357"
"SH";"4054"
"KN";"53739"
"LC";"176421"
"PM";"6277"
"VC";"109357"
"WS";"192290"
"SM";"32657"
"ST";"191266"
"SA";"30776722"
"SN";"14546111"
"RS";"8884712"
"SC";"93254"
"SL";"7079162"
"SG";"5448342"
"SX";"37697"
"SK";"5432841"
"SI";"2070845"
"SB";"575504"
"SO";"13513125"
"ZA";"54539571"
"SS";"11530971"
"ES";"46521827"
"LK";"20623564"
"PS";"4537425"
"SD";"37737913"
"SR";"547928"
"SZ";"1295097"
"SE";"9689376"
"CH";"8229629"
"SY";"19203090"
"TJ";"8362745"
"MK";"2077495"
"TH";"68416772"
"TL";"1212814"
"TG";"7228915"
"TK";"1219"
"TO";"105782"
"TT";"1354493"
"TN";"11143908"
"TR";"77030628"
"TM";"5466241"
"TC";"33739"
"TV";"10908"
"UG";"38833338"
"UA";"44883426"
"AE";"9070867"
"GB";"65015686"
"TZ";"52234869"
"US";"317718779"
"VI";"105110"
"UY";"3419546"
"UZ";"30499618"
"VU";"258850"
"VE";"30738378"
"VN";"92544915"
"WF";"12285"
"EH";"514991"
"YE";"26246327"
"ZM";"15620974"
"ZW";"15411675"
