;populacao_1
"AF";"31731688"
"AL";"2918978"
"DZ";"38338562"
"AS";"55307"
"AD";"80788"
"AO";"25998340"
"AI";"14299"
"AG";"97824"
"AR";"42539925"
"AM";"2893509"
"AW";"103187"
"AU";"23150729"
"AT";"8577782"
"AZ";"9385293"
"BS";"377240"
"BH";"1315411"
"BD";"157571292"
"BB";"282509"
"BY";"9478902"
"BE";"11151512"
"BZ";"344181"
"BJ";"10004451"
"BM";"62771"
"BT";"764961"
"BO";"10400264"
"BA";"3604999"
"BW";"2128507"
"BR";"202408632"
"VG";"29056"
"BN";"405716"
"BG";"7266141"
"BF";"17072723"
"BI";"9600186"
"CV";"520106"
"KH";"15022692"
"CM";"21655715"
"CA";"35255495"
"KY";"58371"
"CF";"4499653"
"TD";"13133589"
"CL";"17462982"
"CN";"1382793212"
"HK";"7148571"
"MO";"575841"
"TW";"23339858"
"CO";"47342981"
"KM";"741500"
"CG";"4751393"
"CK";"17767"
"CR";"4706401"
"CI";"21966312"
"HR";"4277806"
"CU";"11412167"
"CW";"154895"
"CY";"1143896"
"CZ";"10594481"
"KP";"24985976"
"CD";"71316033"
"DK";"5637817"
"DJ";"896688"
"DM";"72400"
"DO";"10281296"
"EC";"15661547"
"EG";"89807433"
"SV";"6250777"
"GQ";"1083746"
"ER";"4650998"
"EE";"1321560"
"ET";"94887724"
"FO";"48747"
"FK";"2870"
"FJ";"879715"
"FI";"5436616"
"FR";"63919917"
"GF";"254503"
"PF";"273528"
"GA";"1817271"
"GM";"1859324"
"GE";"4045910"
"DE";"81265139"
"GH";"26346251"
"GI";"33831"
"GR";"11321300"
"GL";"56414"
"GD";"105909"
"GP";"451338"
"GU";"160375"
"GT";"15596214"
"GN";"11536615"
"GW";"1681495"
"GY";"758081"
"HT";"10431776"
"VA";"801"
"HN";"8657785"
"HU";"9841697"
"IS";"327029"
"IN";"1278562207"
"ID";"252032263"
"IR";"77435384"
"IQ";"33883145"
"IE";"4681967"
"IM";"82013"
"IL";"7821105"
"IT";"59668000"
"JM";"2851807"
"JP";"128312920"
"JO";"8413464"
"KZ";"17207257"
"KE";"44826849"
"KI";"108535"
"KW";"3598385"
"KG";"5683808"
"LA";"6494557"
"LV";"2040784"
"LB";"5276102"
"LS";"2117361"
"LR";"4286291"
"LY";"6195970"
"LI";"36834"
"LT";"2997334"
"LU";"544721"
"MG";"22961146"
"MW";"16577147"
"MY";"29706724"
"MV";"397397"
"ML";"16477818"
"MT";"423246"
"MH";"52793"
"MQ";"389050"
"MR";"3946170"
"MU";"1255290"
"YT";"227351"
"MX";"122535969"
"FM";"511151"
"MC";"37971"
"MN";"2869107"
"ME";"627094"
"MS";"5068"
"MA";"33824769"
"MZ";"26434372"
"MM";"51448196"
"NA";"2316520"
"NR";"10790"
"NP";"27985310"
"NL";"16839699"
"NC";"261889"
"NZ";"4517527"
"NI";"5945747"
"NE";"18426372"
"NG";"171829303"
"NU";"1623"
"MP";"54036"
"NO";"5077101"
"OM";"3711481"
"PK";"181712595"
"PW";"20920"
"PA";"3838462"
"PG";"7592865"
"PY";"6465740"
"PE";"30565716"
"PH";"98481032"
"PL";"38309451"
"PT";"10527674"
"PR";"3688723"
"QA";"2250473"
"KR";"50169242"
"MD";"4071964"
"RE";"850400"
"RO";"20068201"
"RU";"143597230"
"RW";"11065151"
"SH";"4081"
"KN";"53169"
"LC";"175660"
"PM";"6273"
"VC";"109320"
"WS";"190757"
"SM";"32303"
"ST";"187045"
"SA";"29944476"
"SN";"14120320"
"RS";"8920215"
"SC";"92765"
"SL";"6922079"
"SG";"5360837"
"SX";"36439"
"SK";"5425130"
"SI";"2066119"
"SB";"563513"
"SO";"13132349"
"ZA";"53767396"
"SS";"11177490"
"ES";"46697553"
"LK";"20527233"
"PS";"4414644"
"SD";"36849918"
"SR";"542540"
"SZ";"1271456"
"SE";"9615247"
"CH";"8132674"
"SY";"19809141"
"TJ";"8177809"
"MK";"2075739"
"TH";"68143065"
"TL";"1184366"
"TG";"7042948"
"TK";"1187"
"TO";"105328"
"TT";"1348248"
"TN";"11014558"
"TR";"75787333"
"TM";"5366277"
"TC";"33108"
"TV";"10819"
"UG";"37553726"
"UA";"45115785"
"AE";"9006263"
"GB";"64641110"
"TZ";"50636595"
"US";"315536676"
"VI";"105311"
"UY";"3408005"
"UZ";"30019734"
"VU";"253142"
"VE";"30317848"
"VN";"91497725"
"WF";"12551"
"EH";"504855"
"YE";"25576322"
"ZM";"15153210"
"ZW";"15054506"
