;populacao_1
"AF";"25070798"
"AL";"3079179"
"DZ";"33288437"
"AS";"59118"
"AD";"78867"
"AO";"19552542"
"AI";"12638"
"AG";"89253"
"AR";"39145488"
"AM";"2981259"
"AW";"100031"
"AU";"20238903"
"AT";"8253650"
"AZ";"8538606"
"BS";"329249"
"BH";"889168"
"BD";"143431101"
"BB";"274009"
"BY";"9621543"
"BE";"10546886"
"BZ";"283277"
"BJ";"7982225"
"BM";"65130"
"BT";"656639"
"BO";"9125409"
"BA";"3781530"
"BW";"1855852"
"BR";"186917361"
"VG";"23168"
"BN";"365158"
"BG";"7683763"
"BF";"13421930"
"BI";"7423289"
"CV";"474567"
"KH";"13270201"
"CM";"17420795"
"CA";"32287980"
"KY";"48622"
"CF";"4127910"
"TD";"10067009"
"CL";"16147064"
"CN";"1321623490"
"HK";"6827761"
"MO";"482559"
"TW";"22602886"
"CO";"43285634"
"KM";"611627"
"CG";"3718243"
"CK";"19710"
"CR";"4247841"
"CI";"18336303"
"HR";"4378057"
"CU";"11284253"
"CW";"129394"
"CY";"1027658"
"CZ";"10258176"
"KP";"23904167"
"CD";"54751476"
"DK";"5421702"
"DJ";"783254"
"DM";"70627"
"DO";"9237566"
"EC";"13735233"
"EG";"76778149"
"SV";"6028961"
"GQ";"757317"
"ER";"3969007"
"EE";"1355648"
"ET";"76727083"
"FO";"48285"
"FK";"2939"
"FJ";"821817"
"FI";"5258927"
"FR";"61233900"
"GF";"203826"
"PF";"254886"
"GA";"1403126"
"GM";"1444204"
"GE";"4486547"
"DE";"81671234"
"GH";"21542009"
"GI";"32085"
"GR";"11301204"
"GL";"56951"
"GD";"102949"
"GP";"439552"
"GU";"158402"
"GT";"13096028"
"GN";"9679745"
"GW";"1380838"
"GY";"750946"
"HT";"9263404"
"VA";"798"
"HN";"7373430"
"HU";"10086465"
"IS";"294979"
"IN";"1144118674"
"ID";"226712730"
"IR";"70421811"
"IQ";"27008426"
"IE";"4212977"
"IM";"76118"
"IL";"6602970"
"IT";"58808483"
"JM";"2744673"
"JP";"128335767"
"JO";"5714111"
"KZ";"15541457"
"KE";"36048288"
"KI";"92325"
"KW";"2276623"
"KG";"5075380"
"LA";"5754026"
"LV";"2251983"
"LB";"3986852"
"LS";"1949543"
"LR";"3261230"
"LY";"5792688"
"LI";"34852"
"LT";"3344252"
"LU";"457842"
"MG";"18336724"
"MW";"13039711"
"MY";"25659393"
"MV";"318836"
"ML";"12798763"
"MT";"406787"
"MH";"52055"
"MQ";"397047"
"MR";"3130720"
"MU";"1222003"
"YT";"178098"
"MX";"108472228"
"FM";"502742"
"MC";"33793"
"MN";"2526446"
"ME";"616388"
"MS";"4778"
"MA";"30521070"
"MZ";"20923070"
"MM";"48482614"
"NA";"2032196"
"NR";"10114"
"NP";"25640287"
"NL";"16367158"
"NC";"232686"
"NZ";"4135355"
"NI";"5379328"
"NE";"13618449"
"NG";"138939478"
"NU";"1683"
"MP";"63744"
"NO";"4632364"
"OM";"2511269"
"PK";"153909667"
"PW";"19906"
"PA";"3330465"
"PG";"6314709"
"PY";"5795494"
"PE";"27610410"
"PH";"86274237"
"PL";"38362666"
"PT";"10565723"
"PR";"3765399"
"QA";"864863"
"KR";"48708497"
"MD";"4157699"
"RE";"791598"
"RO";"21431018"
"RU";"143618185"
"RW";"8991735"
"SH";"4275"
"KN";"48611"
"LC";"163714"
"PM";"6261"
"VC";"108744"
"WS";"179929"
"SM";"29240"
"ST";"155630"
"SA";"23905654"
"SN";"11251266"
"RS";"9214986"
"SC";"88744"
"SL";"5658379"
"SG";"4491042"
"SX";"32531"
"SK";"5398963"
"SI";"1996281"
"SB";"469885"
"SO";"10409925"
"ZA";"48820586"
"SS";"8108877"
"ES";"44042632"
"LK";"19524558"
"PS";"3576170"
"SD";"30911914"
"SR";"498946"
"SZ";"1105873"
"SE";"9038623"
"CH";"7410308"
"SY";"18294611"
"TJ";"6854176"
"MK";"2060272"
"TH";"65425470"
"TL";"1026484"
"TG";"5683268"
"TK";"1208"
"TO";"101041"
"TT";"1296934"
"TN";"10102482"
"TR";"67903406"
"TM";"4754641"
"TC";"26448"
"TV";"10027"
"UG";"28543940"
"UA";"46892163"
"AE";"4579562"
"GB";"60286754"
"TZ";"39410545"
"US";"295129501"
"VI";"107793"
"UY";"3325612"
"UZ";"26512184"
"VU";"209370"
"VE";"26784161"
"VN";"84308843"
"WF";"14568"
"EH";"437515"
"YE";"20582927"
"ZM";"12052156"
"ZW";"12940032"
