;populacao_1
"AF";"20966463"
"AL";"3122408"
"DZ";"31592153"
"AS";"58175"
"AD";"67341"
"AO";"16983266"
"AI";"11372"
"AG";"85057"
"AR";"37471509"
"AM";"3050655"
"AW";"92898"
"AU";"19268533"
"AT";"8097748"
"AZ";"8197279"
"BS";"303135"
"BH";"697549"
"BD";"134107160"
"BB";"270685"
"BY";"9872961"
"BE";"10319019"
"BZ";"254984"
"BJ";"7076733"
"BM";"64323"
"BT";"589600"
"BO";"8496375"
"BA";"3771284"
"BW";"1754935"
"BR";"177750670"
"VG";"21085"
"BN";"340117"
"BG";"7930546"
"BF";"11944587"
"BI";"6555829"
"CV";"443716"
"KH";"12402473"
"CM";"15671927"
"CA";"31024732"
"KY";"43316"
"CF";"3832203"
"TD";"8663012"
"CL";"15444969"
"CN";"1290937649"
"HK";"6722306"
"MO";"438081"
"TW";"21985282"
"CO";"40988909"
"KM";"555888"
"CG";"3315806"
"CK";"18322"
"CR";"3996798"
"CI";"17040152"
"HR";"4408080"
"CU";"11186542"
"CW";"130277"
"CY";"960282"
"CZ";"10271204"
"KP";"23131810"
"CD";"48394338"
"DK";"5358062"
"DJ";"732711"
"DM";"69670"
"DO";"8697126"
"EC";"12852755"
"EG";"71226940"
"SV";"5905962"
"GQ";"639762"
"ER";"3497124"
"EE";"1391729"
"ET";"68492257"
"FO";"47526"
"FK";"2924"
"FJ";"814218"
"FI";"5200479"
"FR";"59911252"
"GF";"170596"
"PF";"241273"
"GA";"1262259"
"GM";"1270495"
"GE";"4672162"
"DE";"81535848"
"GH";"19421605"
"GI";"31374"
"GR";"11184398"
"GL";"56327"
"GD";"101849"
"GP";"428220"
"GU";"156401"
"GT";"11924946"
"GN";"8971139"
"GW";"1267512"
"GY";"752263"
"HT";"8692567"
"VA";"788"
"HN";"6693061"
"HU";"10194005"
"IS";"282907"
"IN";"1071477855"
"ID";"214506502"
"IR";"67096414"
"IQ";"24251649"
"IE";"3909293"
"IM";"73192"
"IL";"6129530"
"IT";"57506367"
"JM";"2677011"
"JP";"127723513"
"JO";"5193482"
"KZ";"15039971"
"KE";"32321482"
"KI";"85858"
"KW";"2109355"
"KG";"4962590"
"LA";"5414568"
"LV";"2358677"
"LB";"3359859"
"LS";"1885955"
"LR";"2991132"
"LY";"5440566"
"LI";"33671"
"LT";"3473617"
"LU";"440198"
"MG";"16260932"
"MW";"11695863"
"MY";"23698907"
"MV";"287027"
"ML";"11293258"
"MT";"399155"
"MH";"52183"
"MQ";"389973"
"MR";"2790729"
"MU";"1193917"
"YT";"155754"
"MX";"103067068"
"FM";"500451"
"MC";"32360"
"MN";"2419776"
"ME";"613175"
"MS";"4505"
"MA";"29181832"
"MZ";"18588758"
"MM";"46627994"
"NA";"1933596"
"NR";"10052"
"NP";"24161777"
"NL";"16018114"
"NC";"217040"
"NZ";"3907933"
"NI";"5100750"
"NE";"11771976"
"NG";"125463434"
"NU";"1854"
"MP";"69388"
"NO";"4523145"
"OM";"2294787"
"PK";"141601437"
"PW";"19404"
"PA";"3089684"
"PG";"5716152"
"PY";"5406624"
"PE";"26261363"
"PH";"79665315"
"PL";"38524005"
"PT";"10399312"
"PR";"3799907"
"QA";"616886"
"KR";"47712788"
"MD";"4185505"
"RE";"748658"
"RO";"21984135"
"RU";"145814864"
"RW";"8329406"
"SH";"4972"
"KN";"45990"
"LC";"158464"
"PM";"6268"
"VC";"107988"
"WS";"175566"
"SM";"27762"
"ST";"141622"
"SA";"21303592"
"SN";"10134497"
"RS";"9413418"
"SC";"82567"
"SL";"4739147"
"SG";"4018779"
"SX";"32000"
"SK";"5400006"
"SI";"1988349"
"SB";"423853"
"SO";"9290823"
"ZA";"46385006"
"SS";"6974442"
"ES";"41392103"
"LK";"18913054"
"PS";"3308750"
"SD";"27945005"
"SR";"477740"
"SZ";"1072927"
"SE";"8897793"
"CH";"7202685"
"SY";"16766899"
"TJ";"6327125"
"MK";"2042842"
"TH";"63543322"
"TL";"892531"
"TG";"5111770"
"TK";"1503"
"TO";"98611"
"TT";"1272380"
"TN";"9785701"
"TR";"64191474"
"TM";"4564080"
"TC";"20185"
"TV";"9512"
"UG";"24854892"
"UA";"48402885"
"AE";"3326032"
"GB";"59149343"
"TZ";"35117019"
"US";"284852391"
"VI";"108690"
"UY";"3327103"
"UZ";"25188527"
"VU";"189290"
"VE";"24948476"
"VN";"81139919"
"WF";"14563"
"EH";"336651"
"YE";"18390135"
"ZM";"10824125"
"ZW";"12366165"
