;populacao_1
"AF";"47552324"
"AL";"2927864"
"DZ";"49286285"
"AS";"57306"
"AD";"78220"
"AO";"46049888"
"AI";"15901"
"AG";"115442"
"AR";"49675627"
"AM";"2900079"
"AW";"109545"
"AU";"28499354"
"AT";"8954175"
"AZ";"10720233"
"BS";"442558"
"BH";"2038230"
"BD";"186894662"
"BB";"289938"
"BY";"9130206"
"BE";"12035200"
"BZ";"479672"
"BJ";"16007138"
"BM";"59084"
"BT";"920013"
"BO";"13314514"
"BA";"3392547"
"BW";"2836201"
"BR";"226326815"
"VG";"35490"
"BN";"493412"
"BG";"6376395"
"BF";"28095447"
"BI";"16216487"
"CV";"641408"
"KH";"18987419"
"CM";"33739916"
"CA";"40885845"
"KY";"71713"
"CF";"6256230"
"TD";"22018360"
"CL";"19730966"
"CN";"1440391650"
"HK";"8022196"
"MO";"754011"
"TW";"24155057"
"CO";"53347083"
"KM";"1081470"
"CG";"7503338"
"CK";"17884"
"CR";"5447328"
"CI";"34126217"
"HR";"3874691"
"CU";"11484603"
"CW";"172856"
"CY";"1288744"
"CZ";"10504439"
"KP";"26803384"
"CD";"123870684"
"DK";"6044817"
"DJ";"1144609"
"DM";"77694"
"DO";"12183473"
"EC";"19761328"
"EG";"121421618"
"SV";"6809174"
"GQ";"1917787"
"ER";"6855107"
"EE";"1247907"
"ET";"142317586"
"FO";"52296"
"FK";"2921"
"FJ";"973640"
"FI";"5750172"
"FR";"68096621"
"GF";"387423"
"PF";"308445"
"GA";"2638542"
"GM";"3075997"
"GE";"3731428"
"DE";"82110139"
"GH";"37971309"
"GI";"35964"
"GR";"10751812"
"GL";"57171"
"GD";"112112"
"GP";"447817"
"GU";"182039"
"GT";"21522173"
"GN";"18052550"
"GW";"2544120"
"GY";"827197"
"HT";"12647964"
"VA";"803"
"HN";"11278945"
"HU";"9191264"
"IS";"367521"
"IN";"1524123804"
"ID";"297564832"
"IR";"89214452"
"IQ";"54568209"
"IE";"5250643"
"IM";"91125"
"IL";"10111605"
"IT";"58000903"
"JM";"2929625"
"JP";"120987465"
"JO";"11249660"
"KZ";"20431842"
"KE";"68371214"
"KI";"143329"
"KW";"4923698"
"KG";"7058739"
"LA";"8126506"
"LV";"1734151"
"LB";"5347601"
"LS";"2636529"
"LR";"6646813"
"LY";"7398213"
"LI";"41109"
"LT";"2702561"
"LU";"681385"
"MG";"36436782"
"MW";"27267730"
"MY";"37152789"
"MV";"515596"
"ML";"27816844"
"MT";"439613"
"MH";"56159"
"MQ";"381491"
"MR";"6212246"
"MU";"1286778"
"YT";"351278"
"MX";"148715786"
"FM";"593190"
"MC";"41577"
"MN";"3589666"
"ME";"623740"
"MS";"5406"
"MA";"41198982"
"MZ";"43562982"
"MM";"59253608"
"NA";"3300706"
"NR";"11473"
"NP";"33406080"
"NL";"17621144"
"NC";"324366"
"NZ";"5246463"
"NI";"7104547"
"NE";"36291212"
"NG";"270493005"
"NU";"1682"
"MP";"56863"
"NO";"6007624"
"OM";"5949427"
"PK";"247659208"
"PW";"24964"
"PA";"4939391"
"PG";"10662123"
"PY";"7914540"
"PE";"37120393"
"PH";"126868426"
"PL";"36442679"
"PT";"9842032"
"PR";"3584647"
"QA";"3268801"
"KR";"52757653"
"MD";"3821048"
"RE";"962184"
"RO";"18368469"
"RU";"140063004"
"RW";"16325334"
"SH";"4311"
"KN";"60883"
"LC";"186631"
"PM";"6921"
"VC";"112163"
"WS";"213698"
"SM";"34750"
"ST";"273872"
"SA";"39876559"
"SN";"22655295"
"RS";"8315132"
"SC";"98082"
"SL";"9889414"
"SG";"6374049"
"SX";"46428"
"SK";"5372681"
"SI";"2054862"
"SB";"785610"
"SO";"22144759"
"ZA";"64966820"
"SS";"17634307"
"ES";"46069477"
"LK";"21486363"
"PS";"6883904"
"SD";"56051316"
"SR";"619782"
"SZ";"1688252"
"SE";"10761291"
"CH";"9248770"
"SY";"27120835"
"TJ";"11359262"
"MK";"2072332"
"TH";"69572239"
"TL";"1738771"
"TG";"10734128"
"TK";"1458"
"TO";"122155"
"TT";"1371432"
"TN";"12911452"
"TR";"88911982"
"TM";"6830185"
"TC";"41950"
"TV";"12820"
"UG";"65691400"
"UA";"40940211"
"AE";"11174712"
"GB";"70854542"
"TZ";"86044557"
"US";"356879946"
"VI";"101471"
"UY";"3602074"
"UZ";"36996226"
"VU";"360069"
"VE";"37069158"
"VN";"106881337"
"WF";"11211"
"EH";"750079"
"YE";"37453909"
"ZM";"25551178"
"ZW";"21927311"
